name_am,name_en,coordinates
Յաղուբյան փողոց,Yaghowbyan poghots,"(40.20785586187741, 44.54624219175627)"
Շովրոյանի փողոց,Shovroyani poghots,"(40.20749325, 44.54728745)"
Յաղուբյան փողոց,Yaghowbyan poghots,"(40.20795325032849, 44.547628133924874)"
Յաղուբյան փողոց,Yaghowbyan poghots,"(40.20792829819455, 44.54693519193893)"
Դրոյի փողոց,Droyi poghots,"(40.207890449999994, 44.5457824)"
Լեփսիուսի փողոց,Lepsiowsi poghots,"(40.208197491004405, 44.54573407886568)"
Լեփսիուսի փողոց,Lepsiowsi poghots,"(40.20818075314661, 44.54548540218028)"
Յաղուբյան փողոց,Yaghowbyan poghots,"(40.2079739, 44.5482069)"
Լեփսիուսի փողոց,Lepsiowsi poghots,"(40.21082507858761, 44.54942625936658)"
Յաղուբյան փողոց,Yaghowbyan poghots,"(40.20795325032849, 44.547628133924874)"
Ռայնիսի փողոց,Rhaynisi poghots,"(40.20753165, 44.54843485)"
Յաղուբյան փողոց,Yaghowbyan poghots,"(40.207984100000004, 44.548505399999996)"
Յաղուբյան փողոց,Yaghowbyan poghots,"(40.2079739, 44.5482069)"
Յաղուբյան փողոց,Yaghowbyan poghots,"(40.207984100000004, 44.548505399999996)"
Լեփսիուսի փողոց,Lepsiowsi poghots,"(40.21082507858761, 44.54942625936658)"
Յաղուբյան փողոց,Yaghowbyan poghots,"(40.2080404444885, 44.54990196690515)"
Կնյազի փողոց,Knyazi poghots,"(40.2084616, 44.54618155)"
Լեփսիուսի փողոց,Lepsiowsi poghots,"(40.20850110000001, 44.5457155)"
Լեփսիուսի փողոց,Lepsiowsi poghots,"(40.208197491004405, 44.54573407886568)"
Լեփսիուսի փողոց,Lepsiowsi poghots,"(40.20856795, 44.54664115)"
Կնյազի փողոց,Knyazi poghots,"(40.2084616, 44.54618155)"
Լեփսիուսի փողոց,Lepsiowsi poghots,"(40.208191600701554, 44.54665407048483)"
Լեփսիուսի փողոց,Lepsiowsi poghots,"(40.20850110000001, 44.5457155)"
Լեփսիուսի փողոց,Lepsiowsi poghots,"(40.20859412138536, 44.54576002123904)"
Լեփսիուսի փողոց,Lepsiowsi poghots,"(40.20845370400225, 44.545590146557174)"
Լեփսիուսի 1-ին փողոց,Lepsiowsi 1-in poghots,"(40.209218760817635, 44.54402725653114)"
Լեփսիուսի փողոց,Lepsiowsi poghots,"(40.20818075314661, 44.54548540218028)"
Լեփսիուսի փողոց,Lepsiowsi poghots,"(40.20845370400225, 44.545590146557174)"
Բագրատունյաց պողոտա 2-րդ նրբանցք,Bagratownyats poghota 2-rd nrbantsk,"(40.155841938200794, 44.478677651134184)"
"['Ռայնիսի փողոց', 'Ավետիս Ահարոնյանի փողոց']","['Rhaynisi poghots', 'Avetis Aharonyani poghots']","(40.19899444446616, 44.54178930209009)"
Շովրոյան փողոց,Shovroyan poghots,"(40.1999321620679, 44.541574026266346)"
Ռուբինյանց փողոց,Rhowbinyants poghots,"(40.20106233218373, 44.54317113808966)"
Ռայնիսի փողոց,Rhaynisi poghots,"(40.1999771099281, 44.546241586773185)"
Պարիս Հերունու փողոց,Paris Herownow poghots,"(40.219601850000004, 44.48488405)"
Դավթաշենի 1-ին թաղամաս,Davtasheni 1-in taghamas,"(40.219601850000004, 44.48488405)"
Պարիս Հերունու փողոց,Paris Herownow poghots,"(40.21879644785474, 44.48511925361718)"
Դավթաշենի 1-ին թաղամաս,Davtasheni 1-in taghamas,"(40.223138986637, 44.49227826814329)"
Պարիս Հերունու փողոց,Paris Herownow poghots,"(40.219601850000004, 44.48488405)"
Դավթաշենի 1-ին թաղամաս,Davtasheni 1-in taghamas,"(40.219601850000004, 44.48488405)"
Պարիս Հերունու փողոց,Paris Herownow poghots,"(40.219882049999995, 44.4847937)"
Դավթաշենի 1-ին թաղամաս,Davtasheni 1-in taghamas,"(40.219882049999995, 44.4847937)"
Դավթաշենի 9-րդ փողոց,Davtasheni 9-rd poghots,"(40.215759, 44.4863468)"
Զաքարիա Սարկավագի փողոց 3-րդ փակուղի,Zakaria Sarkavagi poghots 3-rd pakowghi,"(40.214601043763224, 44.5346338447497)"
Տիգրան Մեծի պողոտա 1-ին փակուղի,Tigran Metsi poghota 1-in pakowghi,"(40.15936415, 44.50885685)"
Տիգրան Մեծի պողոտա 1-ին փակուղի,Tigran Metsi poghota 1-in pakowghi,"(40.159341697003974, 44.51041893923085)"
Տիգրան Մեծի պողոտա 3-րդ նրբանցք,Tigran Metsi poghota 3-rd nrbantsk,"(40.15837815719199, 44.50913885640284)"
Չարենցի փողոց,Charentsi poghots,"(40.16849984169353, 44.52364376096047)"
Չարենցի փողոց,Charentsi poghots,"(40.16744138895424, 44.52284553247132)"
Չարենցի փողոց 3-րդ նրբանցք,Charentsi poghots 3-rd nrbantsk,"(40.168235372846745, 44.522965072029926)"
Զավարյան փողոց,Zavaryan poghots,"(40.1686562, 44.5224738)"
Վարդանանց փողոց,Vardanants poghots,"(40.168679, 44.52214325)"
Վարդանանց փողոց,Vardanants poghots,"(40.16794948042602, 44.52226042475659)"
Զավարյան փողոց,Zavaryan poghots,"(40.1686562, 44.5224738)"
Զավարյան փողոց,Zavaryan poghots,"(40.16897438540228, 44.5234046414)"
Չարենցի փողոց 3-րդ նրբանցք,Charentsi poghots 3-rd nrbantsk,"(40.168235372846745, 44.522965072029926)"
Զավարյան փողոց,Zavaryan poghots,"(40.16897438540228, 44.5234046414)"
Չարենցի փողոց,Charentsi poghots,"(40.169568035705844, 44.52445932803978)"
Չարենցի փողոց,Charentsi poghots,"(40.16849984169353, 44.52364376096047)"
Չարենցի փողոց 2-րդ նրբանցք,Charentsi poghots 2-rd nrbantsk,"(40.17015629810641, 44.52366170306579)"
Տիչինայի փողոց,Tichinayi poghots,"(40.18656620433835, 44.434228722458684)"
Գուսան Շերամի փողոց,Gowsan Sherami poghots,"(40.183499532988186, 44.44351784015345)"
Տիչինայի փողոց,Tichinayi poghots,"(40.185869472431335, 44.44690252763581)"
"['Հրազդանի կիրճ փողոց', 'Հրազդանի կիրճ']","['Hrazdani kirch poghots', 'Hrazdani kirch']","(40.1891372383715, 44.495788566230395)"
Հրազդան գետափնյա ճանապարհ,Hrazdan getapnya chanaparh,"(40.18558241170625, 44.50132291489735)"
Հրազդան գետափնյա ճանապարհ,Hrazdan getapnya chanaparh,"(40.187193677650605, 44.50206055096883)"
Հրազդան գետափնյա ճանապարհ,Hrazdan getapnya chanaparh,"(40.18720875489544, 44.50182667291356)"
Հալաբյան փողոց,Halabyan poghots,"(40.1942399065425, 44.478943723061036)"
"['Հրազդանի կիրճ փողոց', 'Հրազդանի կիրճ']","['Hrazdani kirch poghots', 'Hrazdani kirch']","(40.1891372383715, 44.495788566230395)"
Չեխովի փողոց,Chekhovi poghots,"(40.15023479535265, 44.47547338055115)"
Չեխովի փողոց,Chekhovi poghots,"(40.149139808639234, 44.47212882665049)"
Եղբայրության փողոց 1-ին նրբանցք,Eghbayrowtyan poghots 1-in nrbantsk,"(40.156060531695594, 44.48625814867963)"
Եղբայրության փողոց 1-ին նրբանցք,Eghbayrowtyan poghots 1-in nrbantsk,"(40.156060531695594, 44.48625814867963)"
Չեխովի փողոց,Chekhovi poghots,"(40.156536468527314, 44.48507209286365)"
Չեխովի փողոց,Chekhovi poghots,"(40.156977298227226, 44.48563105140021)"
Մովսես Խորենացու փողոց,Movses Khorenatsow poghots,"(40.16376215, 44.51588475)"
Մովսես Խորենացու փողոց 3-րդ նրբանցք,Movses Khorenatsow poghots 3-rd nrbantsk,"(40.163792001148714, 44.51493882393802)"
Մովսես Խորենացու փողոց,Movses Khorenatsow poghots,"(40.16471209542991, 44.51552154004738)"
Նար-Դոսի փողոց 2-րդ նրբանցք,Nar-Dosi poghots 2-rd nrbantsk,"(40.16508746298109, 44.514530438639426)"
Նար-Դոսի փողոց,Nar-Dosi poghots,"(40.165501356521375, 44.51478394474393)"
Նար-Դոսի փողոց,Nar-Dosi poghots,"(40.16530351147595, 44.51390824331838)"
Նար-Դոսի փողոց 2-րդ նրբանցք,Nar-Dosi poghots 2-rd nrbantsk,"(40.16508746298109, 44.514530438639426)"
Նար-Դոսի փողոց,Nar-Dosi poghots,"(40.16563482698127, 44.515363293941235)"
Մովսես Խորենացու փողոց 1-ին նրբանցք,Movses Khorenatsow poghots 1-in nrbantsk,"(40.16641373779242, 44.515680028707166)"
Նար-Դոսի փողոց,Nar-Dosi poghots,"(40.165877839846516, 44.51639906240724)"
Մովսես Խորենացու փողոց,Movses Khorenatsow poghots,"(40.16850111793001, 44.5139744781739)"
Մովսես Խորենացու փողոց,Movses Khorenatsow poghots,"(40.16737044309626, 44.51440168395855)"
Մովսես Խորենացու փողոց 1-ին նրբանցք,Movses Khorenatsow poghots 1-in nrbantsk,"(40.1676098, 44.51538455)"
Գեներալ Նվեր Սաֆարյանի փողոց,General Nver Safaryani poghots,"(40.21096135, 44.575632299999995)"
Գեներալ Նվեր Սաֆարյանի փողոց,General Nver Safaryani poghots,"(40.2113755, 44.57469535)"
Վախթանգովի փողոց,Vakhtangovi poghots,"(40.20886470841239, 44.572935516481024)"
Թամրուչի փողոց,Tamrowchi poghots,"(40.21387868813178, 44.580087221831405)"
Նալբանդյան փողոց,Nalbandyan poghots,"(40.18054308734609, 44.51841226494009)"
Նալբանդյան փողոց,Nalbandyan poghots,"(40.17991314028209, 44.5173394080144)"
Գեներալ Նվեր Սաֆարյանի փողոց,General Nver Safaryani poghots,"(40.21765790282905, 44.583270740102904)"
Մարշալ Խուդյակովի փողոց,Marshal Khowdyakovi poghots,"(40.21616632346249, 44.579900127541514)"
Մարշալ Բաբաջանյանի փողոց,Marshal Babajanyani poghots,"(40.2189841185992, 44.583566482184146)"
Նորագավիթ 1-ին փողոց,Noragavit 1-in poghots,"(40.131584569454546, 44.4853086342335)"
Նորագավիթ 1-ին փողոց,Noragavit 1-in poghots,"(40.12977056046464, 44.482370020294084)"
Նորագավիթ 1-ին փողոց 1-ին փակուղի,Noragavit 1-in poghots 1-in pakowghi,"(40.12967292677048, 44.48315820769736)"
Նորագավիթ 1-ին փողոց 1-ին փակուղի,Noragavit 1-in poghots 1-in pakowghi,"(40.12967292677048, 44.48315820769736)"
Փարպեցու փողոց,Parpetsow poghots,"(40.185559749999996, 44.51106355)"
Հին Երևանցու փողոց,Hin Erewantsow poghots,"(40.18536259542769, 44.511596604599234)"
Էրեբունի հրապարակ,Erebowni hraparak,"(40.142172790672085, 44.53428782805828)"
Էրեբունի հրապարակ,Erebowni hraparak,"(40.14214033599956, 44.53442385451963)"
Վարդաշենի 8-րդ փողոց,Vardasheni 8-rd poghots,"(40.14715057074833, 44.54249324022241)"
Նոր Արեշի 37-րդ փողոց,Nor Areshi 37-rd poghots,"(40.13761485, 44.53397785)"
Նոր Արեշի 37-րդ փողոց,Nor Areshi 37-rd poghots,"(40.1389322135205, 44.53445363605663)"
Նոր Արեշի 37-րդ փողոց 1-ին նրբանցք,Nor Areshi 37-rd poghots 1-in nrbantsk,"(40.13824729478802, 44.53470430654977)"
Նոր Արեշի 37-րդ փողոց 1-ին նրբանցք,Nor Areshi 37-rd poghots 1-in nrbantsk,"(40.13824729478802, 44.53470430654977)"
Տոլստոյի փողոց,Tolstoyi poghots,"(40.16888293263451, 44.51622355075755)"
Միքայել Նալբանդյան փողոց Խարբերդ,Mikayel Nalbandyan poghots Kharberd,"(40.0867413, 44.498644)"
Կենտրոնական փողոց Խարբերդ,Kentronakan poghots Kharberd,"(40.08846895, 44.49356985)"
Կենտրոնական փողոց Խարբերդ,Kentronakan poghots Kharberd,"(40.08829285, 44.49320785)"
Խարբերդի 2-րդ փողոց,Kharberdi 2-rd poghots,"(40.088058849999996, 44.49347)"
Խարբերդի 2-րդ փողոց,Kharberdi 2-rd poghots,"(40.088058849999996, 44.49347)"
Խարբերդի 1-ին փողոց,Kharberdi 1-in poghots,"(40.09303044869974, 44.491747637785224)"
Խարբերդի 6-րդ փողոց,Kharberdi 6-rd poghots,"(40.09296525899372, 44.493109825636516)"
Խարբերդի 5-րդ փողոց,Kharberdi 5-rd poghots,"(40.092298334009826, 44.49262096015976)"
Խարբերդի 7-րդ փողոց,Kharberdi 7-rd poghots,"(40.09344110485275, 44.493950678555834)"
Նորագավիթ 6-րդ փողոց,Noragavit 6-rd poghots,"(40.1204575, 44.47884809999999)"
Նորագավիթ 4-րդ փողոց,Noragavit 4-rd poghots,"(40.12057159955903, 44.48019129659295)"
Նորագավիթ 4-րդ փողոց,Noragavit 4-rd poghots,"(40.11980156648773, 44.478280626966445)"
Նորագավիթ 6-րդ փողոց,Noragavit 6-rd poghots,"(40.119105151132544, 44.478706116718065)"
Նորագավիթ 6-րդ փողոց,Noragavit 6-rd poghots,"(40.11921597468899, 44.4799659222357)"
Նորագավիթ 4-րդ փողոց,Noragavit 4-rd poghots,"(40.120115299999995, 44.47540065)"
Նորագավիթ 4-րդ փողոց,Noragavit 4-rd poghots,"(40.12350765, 44.4827479)"
Նորագավիթ 12-րդ փողոց,Noragavit 12-rd poghots,"(40.116427849999994, 44.47026125)"
Նորագավիթ 10-րդ փողոց,Noragavit 10-rd poghots,"(40.1163317, 44.470923549999995)"
Նորագավիթ 10-րդ փողոց,Noragavit 10-rd poghots,"(40.11693885673589, 44.47111063117718)"
Մարշալ Բաղրամյան պողոտա,Marshal Baghramyan poghota,"(40.19786355, 44.4932033)"
Հրաչյա Քոչար փողոց,Hrachya Kochar poghots,"(40.198517626792295, 44.49493761585932)"
Խաղաղ Դոնի փողոց,Khaghagh Doni poghots,"(40.12938141596673, 44.52128284441436)"
Բաբայան փողոց,Babayan poghots,"(40.19732551501093, 44.530154710412276)"
Ուլնեցի-Ռուբինյանց ավտոմայրուղի,Owlnetsi-Rhowbinyants avtomayrowghi,"(40.197775835798545, 44.53589700066305)"
Ուլնեցի-Ռուբինյանց ավտոմայրուղի,Owlnetsi-Rhowbinyants avtomayrowghi,"(40.20053679175407, 44.53178156781647)"
"['Գոգոլի փողոց', 'Մինաս Ավետիսյան փողոց']","['Gogoli poghots', 'Minas Avetisyan poghots']","(40.20553834211286, 44.549363355008076)"
Մինաս Ավետիսյան փողոց,Minas Avetisyan poghots,"(40.20509435951006, 44.54813432916824)"
Ռայնիսի փողոց,Rhaynisi poghots,"(40.20504128923215, 44.54878232168287)"
Ռայնիսի փողոց,Rhaynisi poghots,"(40.20504128923215, 44.54878232168287)"
Հայկ Գյուլիքևխյան փողոց նրբանցք,Hayk Gyowlikewkhyan poghots nrbantsk,"(40.193061724387604, 44.57062987204363)"
Աշոտ Հովհաննիսյան փողոց,Ashot Hovhannisyan poghots,"(40.19455506182753, 44.570572288549556)"
Աշոտ Հովհաննիսյան փողոց,Ashot Hovhannisyan poghots,"(40.19295683802649, 44.57264683388023)"
Հայկ Գյուլիքևխյան փողոց նրբանցք,Hayk Gyowlikewkhyan poghots nrbantsk,"(40.19221835, 44.5700292)"
Հայկ Գյուլիքևխյան փողոց նրբանցք,Hayk Gyowlikewkhyan poghots nrbantsk,"(40.193061724387604, 44.57062987204363)"
Հայկ Գյուլիքևխյան փողոց նրբանցք,Hayk Gyowlikewkhyan poghots nrbantsk,"(40.19203485891894, 44.56961249064288)"
Հայկ Գյուլիքևխյան փողոց,Hayk Gyowlikewkhyan poghots,"(40.18977325, 44.568147249999996)"
Հայկ Գյուլիքևխյան փողոց,Hayk Gyowlikewkhyan poghots,"(40.1901200973952, 44.56767632462467)"
Հայկ Գյուլիքևխյան փողոց նրբանցք,Hayk Gyowlikewkhyan poghots nrbantsk,"(40.191133827783396, 44.56926774311416)"
Գայի պողոտա,Gayi poghota,"(40.19302884385313, 44.56917937077883)"
Հայկ Գյուլիքևխյան փողոց նրբանցք,Hayk Gyowlikewkhyan poghots nrbantsk,"(40.19152044252338, 44.568722805938755)"
Քրիստափորի փողոց 3-րդ նրբանցք,Kristapori poghots 3-rd nrbantsk,"(40.16468591539561, 44.5218368893071)"
Տիգրան Մեծի պողոտա 2-րդ փակուղի,Tigran Metsi poghota 2-rd pakowghi,"(40.157420015691365, 44.50860528359868)"
Մովսես Խորենացու փողոց 4-րդ նրբանցք,Movses Khorenatsow poghots 4-rd nrbantsk,"(40.16035705868249, 44.51764466779259)"
Մովսես Խորենացու փողոց 1-ին նրբանցք,Movses Khorenatsow poghots 1-in nrbantsk,"(40.170973330104154, 44.5144525786291)"
Կորի փողոց,Kori poghots,"(40.17148024125946, 44.51583117054371)"
Կորի փողոց,Kori poghots,"(40.17127147388764, 44.51401178779746)"
Մովսես Խորենացու փողոց 1-ին նրբանցք,Movses Khorenatsow poghots 1-in nrbantsk,"(40.170973330104154, 44.5144525786291)"
Սևաստոպոլյան փողոց,Sewastopolyan poghots,"(40.19695011453749, 44.489522698035906)"
Նոր Արեշի 45-րդ փողոց,Nor Areshi 45-rd poghots,"(40.13771586301357, 44.54001245042063)"
Նոր Արեշի 34-րդ փողոց 1-ին նրբանցք,Nor Areshi 34-rd poghots 1-in nrbantsk,"(40.14038945, 44.531675699999994)"
Նոր Արեշի 33-րդ փողոց,Nor Areshi 33-rd poghots,"(40.1398324079775, 44.53214130410528)"
Նոր Արեշի 33-րդ փողոց,Nor Areshi 33-rd poghots,"(40.14082184900584, 44.53223450347281)"
Նոր Արեշի 28-րդ փողոց,Nor Areshi 28-rd poghots,"(40.14069584734306, 44.52676542929216)"
Էրեբունու փողոց,Erebownow poghots,"(40.14147753950226, 44.52829555239408)"
Սիլիկյան թաղամաս 9-րդ փողոց,Silikyan taghamas 9-rd poghots,"(40.208226482938684, 44.4449395299046)"
Սիլիկյան թաղամաս 1-ին փողոց,Silikyan taghamas 1-in poghots,"(40.21435889999999, 44.444647950000004)"
Սիլիկյան թաղամաս 4-րդ փողոց,Silikyan taghamas 4-rd poghots,"(40.218567315223396, 44.44281614567074)"
Բագրևանդի փողոց,Bagrewandi poghots,"(40.19213739501332, 44.58809252160017)"
Բագրևանդի փողոց,Bagrewandi poghots,"(40.19107908269461, 44.58859779834748)"
Բագրևանդի փողոց,Bagrewandi poghots,"(40.19374073183125, 44.58720301200922)"
Բագրևանդի փողոց,Bagrewandi poghots,"(40.19213739501332, 44.58809252160017)"
Պարույր Սևակի փողոց,Parowyr Sewaki poghots,"(40.20969801516662, 44.53449543439951)"
Պարույր Սևակի փողոց,Parowyr Sewaki poghots,"(40.211382012249906, 44.53205223684957)"
Վերին Շենգավիթ 2-րդ փողոց,Verin Shengavit 2-rd poghots,"(40.1534283, 44.4959382)"
Վերին Շենգավիթ 2-րդ փողոց,Verin Shengavit 2-rd poghots,"(40.15411622040655, 44.49258765394969)"
Վերին Շենգավիթ 2-րդ փողոց 2-րդ փակուղի,Verin Shengavit 2-rd poghots 2-rd pakowghi,"(40.153906059664365, 44.49572579467313)"
Բաղյան փողոց,Baghyan poghots,"(40.19488331152114, 44.56873594460807)"
Բաղյան փողոց,Baghyan poghots,"(40.19514316897572, 44.56728355917086)"
Բաղյան փողոց 1-ին նրբանցք,Baghyan poghots 1-in nrbantsk,"(40.19364593777515, 44.56738029701317)"
Բաղյան փողոց,Baghyan poghots,"(40.19514316897572, 44.56728355917086)"
Բաղյան փողոց,Baghyan poghots,"(40.19562149587306, 44.56482115385779)"
Բաղյան փողոց 2-րդ նրբանցք,Baghyan poghots 2-rd nrbantsk,"(40.194172929534595, 44.56560076785369)"
Պարույր Սևակի փողոց,Parowyr Sewaki poghots,"(40.21143975, 44.53178835)"
Պարույր Սևակի փողոց,Parowyr Sewaki poghots,"(40.2114363, 44.531690299999994)"
Պարույր Սևակի փողոց,Parowyr Sewaki poghots,"(40.21150215, 44.531710000000004)"
Պարույր Սևակի փողոց,Parowyr Sewaki poghots,"(40.21153920409826, 44.53172632036271)"
Քանաքեռ 1-ին փողոց,Kanakerh 1-in poghots,"(40.21192614203068, 44.531990595166725)"
Թբիլիսյան խճուղի,Tbilisyan khchowghi,"(40.211645000000004, 44.5313949)"
Քանաքեռ 1-ին փողոց,Kanakerh 1-in poghots,"(40.2115262, 44.531272400000006)"
Քանաքեռ 1-ին փողոց,Kanakerh 1-in poghots,"(40.21165175, 44.531614000000005)"
Քանաքեռ 1-ին փողոց,Kanakerh 1-in poghots,"(40.21168434789242, 44.53153780398857)"
Թբիլիսյան խճուղի,Tbilisyan khchowghi,"(40.21814121659327, 44.531438631507314)"
Ֆրանսիայի հրապարակ,Fransiayi hraparak,"(40.1871768, 44.515139250000004)"
Մեսրոպ Մաշտոցի պողոտա,Mesrop Mashtotsi poghota,"(40.187071, 44.51490305)"
Ֆրանսիայի հրապարակ,Fransiayi hraparak,"(40.187325742969605, 44.515083521917894)"
Մեսրոպ Մաշտոցի պողոտա,Mesrop Mashtotsi poghota,"(40.1872995, 44.5151612)"
Մարշալ Բաղրամյան պողոտա,Marshal Baghramyan poghota,"(40.18749615, 44.5151125)"
Ֆրանսիայի հրապարակ,Fransiayi hraparak,"(40.18739931743233, 44.51545050891365)"
Սայաթ-Նովայի պողոտա,Sayat-Novayi poghota,"(40.187088849999995, 44.5152238)"
Մեսրոպ Մաշտոցի պողոտա,Mesrop Mashtotsi poghota,"(40.1871799, 44.5152794)"
Ֆրանսիայի հրապարակ,Fransiayi hraparak,"(40.187302599999995, 44.51530135)"
Մեսրոպ Մաշտոցի պողոտա,Mesrop Mashtotsi poghota,"(40.187365549999996, 44.51550345)"
Ֆրանսիայի հրապարակ,Fransiayi hraparak,"(40.187058050000005, 44.515183199999996)"
Սայաթ-Նովայի պողոտա,Sayat-Novayi poghota,"(40.186557661970035, 44.51569342709512)"
Մեսրոպ Մաշտոցի պողոտա,Mesrop Mashtotsi poghota,"(40.1870889, 44.5151558)"
Ֆրանսիայի հրապարակ,Fransiayi hraparak,"(40.18705339903517, 44.51505212566068)"
Գյուլբենկյան փողոց,Gyowlbenkyan poghots,"(40.19529745, 44.499393850000004)"
Աղբյուր Սերոբի փողոց,Aghbyowr Serobi poghots,"(40.195561749999996, 44.4998981)"
Գյուլբենկյան փողոց,Gyowlbenkyan poghots,"(40.19562050194883, 44.499155086504345)"
Ջեյմս Բրայսի փողոց,Jeyms Braysi poghots,"(40.193897540975705, 44.50003091276395)"
Գյուլբենկյան փողոց,Gyowlbenkyan poghots,"(40.19464752213615, 44.499806119326635)"
Սոսեի փողոց,Sosei poghots,"(40.193946481654756, 44.50091336713019)"
Վարդուհի Վարդերեսյան փողոց,Vardowhi Varderesyan poghots,"(40.197876363991334, 44.47675700258031)"
Հալաբյան փողոց,Halabyan poghots,"(40.19672715887242, 44.4791024871196)"
Շինարարների փողոց,Shinararneri poghots,"(40.198206549999995, 44.4742974)"
Շինարարների փողոց,Shinararneri poghots,"(40.197643454218074, 44.47421871937682)"
Վարդուհի Վարդերեսյան փողոց,Vardowhi Varderesyan poghots,"(40.197876363991334, 44.47675700258031)"
Քրիստափորի փողոց,Kristapori poghots,"(40.164054300000004, 44.517505)"
Քրիստափորի փողոց,Kristapori poghots,"(40.1642833, 44.51841535)"
Քրիստափորի փողոց 1-ին նրբանցք,Kristapori poghots 1-in nrbantsk,"(40.163433489934, 44.51795597258118)"
Քրիստափորի փողոց 1-ին նրբանցք,Kristapori poghots 1-in nrbantsk,"(40.16452625617121, 44.51748741812923)"
Գաջեգործների փողոց,Gajegortsneri poghots,"(40.15378412535263, 44.53391660385001)"
Դավիթ Հովհաննեսի փողոց,Davit Hovhannesi poghots,"(40.201671032911364, 44.50728603649466)"
Հրաչյա Քոչար փողոց 1-ին նրբանցք,Hrachya Kochar poghots 1-in nrbantsk,"(40.20246636760553, 44.506194736147506)"
Վազգեն I փողոց,Vazgen I poghots,"(40.197875240075426, 44.49279600303682)"
Հակոբ Հակոբյան փողոց,Hakob Hakobyan poghots,"(40.198425802146836, 44.49271050294069)"
Իտալիայի փողոց,Italiayi poghots,"(40.174364, 44.5058313)"
Գրիգոր Լուսավորչի փողոց,Grigor Lowsavorchi poghots,"(40.17283544657654, 44.50696367076998)"
Նիկողայոս Տիգրանյան փողոց,Nikoghayos Tigranyan poghots,"(40.20461551618979, 44.52010851265962)"
Նաիրի Զարյան փողոց,Nairi Zaryan poghots,"(40.203992222705764, 44.521708805169595)"
Արտաշիսյան փողոց,Artashisyan poghots,"(40.1544501, 44.47893305)"
Բագրատունյաց պողոտա,Bagratownyats poghota,"(40.15374626736133, 44.47975985028265)"
Վախթանգ Անանյան փողոց,Vakhtang Ananyan poghots,"(40.186658800000004, 44.45234175)"
Վախթանգ Անանյան փողոց,Vakhtang Ananyan poghots,"(40.18637115, 44.45388415)"
Տիչինայի փողոց 3-րդ նրբանցք,Tichinayi poghots 3-rd nrbantsk,"(40.18688935, 44.45333345)"
Տիչինայի փողոց 3-րդ նրբանցք,Tichinayi poghots 3-rd nrbantsk,"(40.18563065, 44.452896550000006)"
Վախթանգ Անանյան փողոց,Vakhtang Ananyan poghots,"(40.18697625, 44.450614)"
Վախթանգ Անանյան փողոց,Vakhtang Ananyan poghots,"(40.186658800000004, 44.45234175)"
Գոշի փողոց,Goshi poghots,"(40.186353100000005, 44.451338)"
"['Շահումյան 17-րդ փողոց', 'Գոշի փողոց']","['Shahowmyan 17-rd poghots', 'Goshi poghots']","(40.187459421385284, 44.452232807058316)"
Առնո Բաբաջանյան փողոց,Arhno Babajanyan poghots,"(40.16764081204587, 44.438907546047204)"
Գյուլբենկյան փողոց,Gyowlbenkyan poghots,"(40.203939981256994, 44.493378835901844)"
Գյուլբենկյան փողոց,Gyowlbenkyan poghots,"(40.204701802254206, 44.49286106239404)"
Մանուշյան փողոց,Manowshyan poghots,"(40.20520911856131, 44.494960619856236)"
Անտոն Քոչինյանի փողոց,Anton Kochinyani poghots,"(40.179785261017024, 44.51071293328386)"
Փավստոս Բուզանդի փողոց,Pavstos Bowzandi poghots,"(40.17961033260456, 44.51228984166974)"
Նալբանդյան փողոց նրբանցք,Nalbandyan poghots nrbantsk,"(40.18049802275612, 44.517365527861756)"
Գրիգոր Արծրունու փողոց,Grigor Artsrownow poghots,"(40.201069019377094, 44.49782083556552)"
Գյուլբենկյան փողոց,Gyowlbenkyan poghots,"(40.1998593800971, 44.49622805318076)"
Գյուլբենկյան փողոց,Gyowlbenkyan poghots,"(40.20085754353649, 44.495541607422815)"
Ջիվանի փողոց,Jivani poghots,"(40.17183812580566, 44.45184870132072)"
Ջիվանի փողոց,Jivani poghots,"(40.17341875418241, 44.452326842385425)"
Միքայելյան փողոց,Mikayelyan poghots,"(40.17327772672083, 44.449595072778955)"
Միքայելյան փողոց,Mikayelyan poghots,"(40.17286207621169, 44.453387216549224)"
Միքայելյան փողոց,Mikayelyan poghots,"(40.17327772672083, 44.449595072778955)"
Բուռնազյան փողոց,Bowrhnazyan poghots,"(40.14980148947969, 44.514971841955216)"
Գրիգոր Արծրունու փողոց,Grigor Artsrownow poghots,"(40.20374533144287, 44.504351857591)"
Սարի Թաղի 7-րդ փողոց,Sari Taghi 7-rd poghots,"(40.16109455, 44.52417715)"
Սարի Թաղի 10-րդ փողոց,Sari Taghi 10-rd poghots,"(40.16170152233127, 44.524059819945855)"
Սարի Թաղի 7-րդ փողոց,Sari Taghi 7-rd poghots,"(40.16224020530131, 44.525230728346294)"
Նուբարաշեն 1-ին փողոց,Nowbarashen 1-in poghots,"(40.09197945359827, 44.55875221946581)"
Նուբարաշեն 1-ին փողոց,Nowbarashen 1-in poghots,"(40.095483156492506, 44.56003205276218)"
Նուբարաշեն 1-ին փողոց,Nowbarashen 1-in poghots,"(40.093137114034825, 44.557433417712)"
Նուբարաշեն 1-ին փողոց,Nowbarashen 1-in poghots,"(40.09197945359827, 44.55875221946581)"
Նոր Արեշի 44-րդ փողոց,Nor Areshi 44-rd poghots,"(40.14900359198087, 44.528458667628186)"
